test_id	gene_id	gene	locus	sample_1	sample_2	status	value_1	value_2	log2(fold_change)	test_stat	p_value	q_value	significant
Pi4kb	Pi4kb	Pi4kb	chr3:94974730-95015457	SQ	IV	OK	7.46126	6.6898	-0.157456	-0.200951	0.71465	0.865308	no
Calcrl	Calcrl	Calcrl	chr2:84330626-84425266	SQ	IV	OK	1.54172	1.69514	0.136863	0.194633	0.71485	0.865429	no
Eif3g	Eif3g	Eif3g	chr9:20894348-20898590	SQ	IV	OK	269.449	257.83	-0.0635907	-0.196985	0.7149	0.865429	no
Snhg9	Snhg9	Snhg9	chr17:24719530-24719965	SQ	IV	OK	2.94932	4.72586	0.680196	0.26592	0.715	0.865459	no
Flywch2	Flywch2	Flywch2	chr17:23776915-23786216	SQ	IV	OK	0.992601	0.520777	-0.930547	-0.456854	0.7152	0.86558	no
Mrpl30	Mrpl30	Mrpl30	chr1:37890476-37898338	SQ	IV	OK	126.514	133.061	0.0727897	0.195194	0.71525	0.86558	no
Wdr47	Wdr47	Wdr47	chr3:108591277-108645719	SQ	IV	OK	7.05693	6.63	-0.0900315	-0.202997	0.7154	0.865671	no
Mir7091	Mir7091	Mir7091	chrX:74273216-74282333	SQ	IV	OK	105.928	63.1672	-0.745831	-5.00785	0.71595	0.866215	no
Qtrt2	Qtrt2	Qtrt2	chr16:43861412-43889676	SQ	IV	OK	4.92612	4.55905	-0.11172	-0.196805	0.716	0.866215	no
Kri1	Kri1	Kri1	chr9:21265284-21287969	SQ	IV	OK	4.34306	3.65977	-0.246956	-0.201427	0.71635	0.866548	no
Cep57	Cep57	Cep57	chr9:13749178-13827107	SQ	IV	OK	36.3483	38.7209	0.0912272	0.198497	0.7167	0.86688	no
Adat1	Adat1	Adat1	chr8:111966897-111992302	SQ	IV	OK	4.03228	3.70417	-0.122445	-0.195472	0.717	0.867151	no
Gcc1	Gcc1	Gcc1	chr6:28416602-28421724	SQ	IV	OK	6.29	6.68111	0.0870281	0.190082	0.71715	0.867151	no
Zfp526	Zfp526	Zfp526	chr7:25221424-25227495	SQ	IV	OK	0.604238	0.710061	0.232825	0.197899	0.71715	0.867151	no
Polr3d	Polr3d	Polr3d	chr14:70438747-70443471	SQ	IV	OK	12.4531	13.2776	0.0924896	0.19539	0.7174	0.867181	no
Paxbp1	Paxbp1	Paxbp1	chr16:90936096-91044379	SQ	IV	OK	13.5342	14.5877	0.108145	0.19603	0.71745	0.867181	no
Gm12657	Gm12657	Gm12657	chr4:94565138-94603247	SQ	IV	OK	28.1947	31.9005	0.178155	0.195023	0.71755	0.867181	no
Sgsm2	Sgsm2	Sgsm2	chr11:74849263-74897080	SQ	IV	OK	1.31741	1.46131	0.149563	0.196822	0.71755	0.867181	no
Zscan29	Zscan29	Zscan29	chr2:121158272-121171125	SQ	IV	OK	12.0354	11.2743	-0.0942512	-0.188477	0.71755	0.867181	no
Serp2	Serp2	Serp2	chr14:76532811-76556916	SQ	IV	OK	11.114	12.2215	0.137049	0.197936	0.71765	0.867211	no
Prr33	Prr33	Prr33	chr7:142460811-142516009	SQ	IV	OK	1.06186	0.721385	-0.557753	-0.0733985	0.71795	0.8673	no
Pum1	Pum1	Pum1	chr4:130663320-130781566	SQ	IV	OK	25.7522	24.584	-0.0669734	-0.196016	0.71795	0.8673	no
Sipa1	Sipa1	Sipa1	chr19:5651184-5663707	SQ	IV	OK	103.353	99.107	-0.0605277	-0.189449	0.71795	0.8673	no
Zfp687	Zfp687	Zfp687	chr3:94974730-95015457	SQ	IV	OK	4.96076	4.43796	-0.160664	-0.198575	0.71815	0.867451	no
9330136K24Rik	9330136K24Rik	9330136K24Rik	chr17:21528195-21562601	SQ	IV	OK	0.279823	0.551962	0.980055	0.313196	0.7183	0.867511	no
Cep128	Cep128	Cep128	chr12:90998491-91384409	SQ	IV	OK	6.413	6.04626	-0.0849567	-0.192972	0.71835	0.867511	no
Cep68	Cep68	Cep68	chr11:20227036-20249424	SQ	IV	OK	12.5173	11.8912	-0.0740195	-0.194357	0.7188	0.867963	no
Gtf2f1	Gtf2f1	Gtf2f1	chr17:57003401-57011288	SQ	IV	OK	97.8342	102.335	0.0648935	0.197006	0.7189	0.867963	no
Med13	Med13	Med13	chr11:86201359-86357596	SQ	IV	OK	3.20839	2.89229	-0.14964	-0.191909	0.71895	0.867963	no
Mdm4	Mdm4	Mdm4	chr1:132986104-133030587	SQ	IV	OK	10.5954	10.0837	-0.0714172	-0.195977	0.71925	0.868234	no
C920006O11Rik	C920006O11Rik	C920006O11Rik	chr9:78175913-78178882	SQ	IV	OK	1.78392	2.06758	0.212885	0.189151	0.7195	0.868415	no
Taf1a	Taf1a	Taf1a	chr1:183388884-183410206	SQ	IV	OK	8.64242	9.23313	0.0953853	0.193826	0.71955	0.868415	no
H4c11	H4c11	H4c11	chr13:21735033-21735456	SQ	IV	OK	4.22686	3.53393	-0.258313	-0.172643	0.7197	0.868505	no
Smarcd2	Smarcd2	Smarcd2	chr11:106263170-106272972	SQ	IV	OK	98.1996	102.48	0.0615597	0.191126	0.7198	0.868535	no
Rbck1	Rbck1	Rbck1	chr2:152316333-152332639	SQ	IV	OK	238.081	247.913	0.0583784	0.188539	0.7203	0.869016	no
Chchd2	Chchd2	Chchd2	chr5:129881160-129887470	SQ	IV	OK	360.334	345.144	-0.062133	-0.195589	0.72035	0.869016	no
Ccdc25	Ccdc25	Ccdc25	chr14:65837301-65866604	SQ	IV	OK	39.3823	37.5686	-0.0680226	-0.189005	0.7205	0.869106	no
Ptpn23	Ptpn23	Ptpn23	chr9:110385088-110408210	SQ	IV	OK	1.43878	1.31147	-0.133661	-0.189639	0.72075	0.869286	no
Arid1a	Arid1a	Arid1a	chr4:133679007-133756769	SQ	IV	OK	21.2554	20.3631	-0.061873	-0.186142	0.7208	0.869286	no
Nrp1	Nrp1	Nrp1	chr8:128359072-128505475	SQ	IV	OK	9.84684	10.3677	0.0743695	0.192141	0.72095	0.869346	no
1110065P20Rik	1110065P20Rik	1110065P20Rik	chr4:124802548-124850730	SQ	IV	OK	15.3249	17.618	0.201175	0.191642	0.721	0.869346	no
Snx21	Snx21	Snx21	chr2:164786020-164804881	SQ	IV	OK	0.794464	0.482648	-0.719011	-0.272469	0.72125	0.869465	no
Zfp639	Zfp639	Zfp639	chr3:32510549-32520833	SQ	IV	OK	32.7899	34.508	0.0736797	0.193469	0.72135	0.869465	no
Gm13427	Gm13427	Gm13427	chr2:31670714-31688469	SQ	IV	OK	0.512042	0.919882	0.845185	0.173705	0.7214	0.869465	no
Kcnmb4	Kcnmb4	Kcnmb4	chr10:116417867-116474986	SQ	IV	OK	5.38542	6.0295	0.162981	0.193374	0.7214	0.869465	no
R3hdm1	R3hdm1	R3hdm1	chr1:128103305-128237738	SQ	IV	OK	7.50316	7.93007	0.0798361	0.191444	0.72155	0.869554	no
A530088E08Rik	A530088E08Rik	A530088E08Rik	chr17:32390658-32404808	SQ	IV	OK	5.28635	9.40993	0.831912	0.332334	0.7219	0.869885	no
Apoa2	Apoa2	Apoa2	chr1:171213969-171226379	SQ	IV	OK	0.742403	0.565235	-0.39335	-0.0803305	0.7222	0.869913	no
Dnd1	Dnd1	Dnd1	chr18:36760221-36766214	SQ	IV	OK	1.15269	0.613388	-0.910132	-0.301732	0.72225	0.869913	no
Rpp30	Rpp30	Rpp30	chr19:36083715-36104773	SQ	IV	OK	38.6087	36.5132	-0.080509	-0.191779	0.72225	0.869913	no
1700048O20Rik	1700048O20Rik	1700048O20Rik	chr9:121937274-121947016	SQ	IV	OK	5.44347	5.92346	0.121915	0.192224	0.7223	0.869913	no
Phlda3	Phlda3	Phlda3	chr1:135766084-135769134	SQ	IV	OK	0.498803	0.660307	0.404667	0.200133	0.7223	0.869913	no
Ttc27	Ttc27	Ttc27	chr17:74717749-74863570	SQ	IV	OK	11.5379	10.9048	-0.0814155	-0.184641	0.72275	0.870364	no
Snora44	Snora44	Snora44	chr4:132308677-132311024	SQ	IV	OK	77.0648	45.4348	-0.762275	-0.265884	0.72305	0.870634	no
Magee1	Magee1	Magee1	chrX:105120377-105123961	SQ	IV	OK	5.66422	6.04671	0.0942722	0.189569	0.7235	0.871055	no
Lmf1	Lmf1	Lmf1	chr17:25579173-25662826	SQ	IV	OK	13.5187	14.3697	0.0880786	0.188634	0.72355	0.871055	no
Gm8234	Gm8234	Gm8234	chr3:58652041-58654041	SQ	IV	OK	3.59709	3.94038	0.131506	0.186161	0.7237	0.871144	no
Sms	Sms	Sms	chrX:157443850-157492287	SQ	IV	OK	17.3624	18.2381	0.0709902	0.189094	0.7238	0.871174	no
Ccdc77	Ccdc77	Ccdc77	chr6:120324321-120444574	SQ	IV	OK	8.29539	9.5281	0.199879	0.190174	0.724	0.871229	no
B3gnt2	B3gnt2	B3gnt2	chr11:22834738-22860336	SQ	IV	OK	119.984	114.996	-0.0612625	-0.192569	0.7242	0.871229	no
St6galnac2	St6galnac2	St6galnac2	chr11:116676704-116694660	SQ	IV	OK	0.954845	0.791639	-0.270423	-0.191985	0.7243	0.871229	no
Tyrobp	Tyrobp	Tyrobp	chr7:30413781-30417579	SQ	IV	OK	1.1714	1.50041	0.35713	0.187418	0.7243	0.871229	no
Lclat1	Lclat1	Lclat1	chr17:73107984-73243366	SQ	IV	OK	5.77283	5.42923	-0.0885301	-0.188873	0.72435	0.871229	no
Mbp	Mbp	Mbp	chr18:82475122-82585637	SQ	IV	OK	34.183	32.6973	-0.0641099	-0.189226	0.72435	0.871229	no
Ticam2	Ticam2	Ticam2	chr18:46558230-46574533	SQ	IV	OK	2.96502	2.72387	-0.122383	-0.18746	0.7244	0.871229	no
Nelfa	Nelfa	Nelfa	chr5:33843111-33936271	SQ	IV	OK	46.2003	49.9599	0.112868	0.187451	0.72445	0.871229	no
Echdc2	Echdc2	Echdc2	chr4:108165436-108179308	SQ	IV	OK	0.928699	1.17274	0.336602	0.190769	0.72465	0.871287	no
Mpp5	Mpp5	Mpp5	chr12:78748946-78840713	SQ	IV	OK	2.27258	2.43953	0.102276	0.180036	0.72465	0.871287	no
Pam16	Pam16	Pam16	chr16:4616465-4624946	SQ	IV	OK	35.2787	32.6555	-0.111473	-0.192313	0.7251	0.871668	no
Rock2	Rock2	Rock2	chr12:16894977-16988274	SQ	IV	OK	8.44626	8.04079	-0.0709744	-0.19239	0.7252	0.871668	no
Srp54c	Srp54c	Srp54c	chr12:55230167-55263480	SQ	IV	OK	31.8958	30.3095	-0.0735996	-0.190898	0.72535	0.871668	no
Txnrd3	Txnrd3	Txnrd3	chr6:89643987-89675529	SQ	IV	OK	1.57586	1.39387	-0.177043	-0.192654	0.7255	0.871668	no
E130304I02Rik	E130304I02Rik	E130304I02Rik	chr7:35772345-35838074	SQ	IV	OK	0.939784	0.482012	-0.96326	-0.282998	0.7256	0.871668	no
Elf1	Elf1	Elf1	chr14:79459936-79582491	SQ	IV	OK	55.5984	58.1924	0.0657864	0.189772	0.72565	0.871668	no
Ttyh3	Ttyh3	Ttyh3	chr5:140620576-140649031	SQ	IV	OK	2.68053	2.88463	0.105867	0.184643	0.7257	0.871668	no
Zfp644	Zfp644	Zfp644	chr5:106616740-106696830	SQ	IV	OK	6.98086	7.36368	0.0770234	0.187609	0.72575	0.871668	no
Ubl4a	Ubl4a	Ubl4a	chrX:74365717-74373349	SQ	IV	OK	36.6682	38.9776	0.0881174	0.188249	0.7259	0.871668	no
Khdrbs1	Khdrbs1	Khdrbs1	chr4:129703168-129742303	SQ	IV	OK	78.2773	74.9704	-0.0622732	-0.189005	0.726	0.871668	no
Nr1d2	Nr1d2	Nr1d2	chr14:18204055-18239106	SQ	IV	OK	1.84683	2.00872	0.121229	0.185977	0.726	0.871668	no
9930111J21Rik2	9930111J21Rik2	9930111J21Rik2	chr11:49037659-49051242	SQ	IV	OK	3.76887	2.43164	-0.632206	-0.238481	0.72605	0.871668	no
Cdk5rap2	Cdk5rap2	Cdk5rap2	chr4:70216854-70410435	SQ	IV	OK	3.62103	3.43212	-0.0772979	-0.190696	0.72605	0.871668	no
Oga	Oga	Oga	chr19:45750254-45783553	SQ	IV	OK	40.6502	42.3513	0.0591446	0.185766	0.72605	0.871668	no
Grb2	Grb2	Grb2	chr11:115644044-115708597	SQ	IV	OK	48.3571	46.2257	-0.065033	-0.190559	0.7261	0.871668	no
Arhgap1	Arhgap1	Arhgap1	chr2:91650117-91672320	SQ	IV	OK	120.062	125.147	0.0598485	0.190012	0.72635	0.871877	no
D16Ertd472e	D16Ertd472e	D16Ertd472e	chr16:78540335-78576688	SQ	IV	OK	8.78434	9.24344	0.073496	0.188348	0.7267	0.872206	no
H2aw	H2aw	H2aw	chr11:58954684-58955192	SQ	IV	OK	52.3132	48.8521	-0.098753	-0.184747	0.72695	0.872385	no
Trim26	Trim26	Trim26	chr17:36837145-36859398	SQ	IV	OK	32.7949	31.3413	-0.0654062	-0.186771	0.727	0.872385	no
Car15	Car15	Car15	chr16:17835275-17838186	SQ	IV	OK	0.486741	0.617094	0.342334	0.178171	0.7271	0.872411	no
Rwdd1	Rwdd1	Rwdd1	chr10:33996554-34019616	SQ	IV	OK	54.0189	56.9216	0.0755135	0.190881	0.7273	0.872411	no
BC003965	BC003965	BC003965	chr17:25184560-25187662	SQ	IV	OK	19.2003	18.287	-0.0703159	-0.181617	0.7274	0.872411	no
Hook2	Hook2	Hook2	chr8:84990006-85003349	SQ	IV	OK	3.09013	3.38197	0.130196	0.187741	0.7274	0.872411	no
Trim62	Trim62	Trim62	chr4:128884043-128911326	SQ	IV	OK	3.80824	3.51662	-0.114936	-0.192496	0.7274	0.872411	no
Cenps	Cenps	Cenps	chr4:149128348-149137600	SQ	IV	OK	60.0552	56.9104	-0.0775962	-0.192796	0.7277	0.87268	no
Cd9	Cd9	Cd9	chr6:125460265-125494760	SQ	IV	OK	113.987	109.16	-0.0624226	-0.182765	0.7281	0.872857	no
Ehmt1	Ehmt1	Ehmt1	chr2:24790768-24919609	SQ	IV	OK	14.2514	13.5789	-0.0697327	-0.185535	0.7281	0.872857	no
Jmy	Jmy	Jmy	chr13:93430096-93499808	SQ	IV	OK	0.605598	0.545907	-0.149707	-0.184819	0.72815	0.872857	no
Sh3glb1	Sh3glb1	Sh3glb1	chr3:144683677-144720335	SQ	IV	OK	43.0023	44.9706	0.0645684	0.183832	0.72815	0.872857	no
Pde8a	Pde8a	Pde8a	chr7:81213264-81334535	SQ	IV	OK	1.44301	1.29742	-0.153441	-0.188346	0.72825	0.872886	no
Sart3	Sart3	Sart3	chr5:113742443-113772400	SQ	IV	OK	24.5461	23.4731	-0.0644861	-0.185102	0.7285	0.873095	no
Aagab	Aagab	Aagab	chr9:63602645-63644590	SQ	IV	OK	24.5655	25.664	0.063116	0.185019	0.7289	0.873483	no
Rnmt	Rnmt	Rnmt	chr18:68300354-68324852	SQ	IV	OK	13.7301	14.3964	0.0683621	0.185017	0.7291	0.873632	no
AY074887	AY074887	AY074887	chr9:54950256-54958030	SQ	IV	OK	12.7859	10.148	-0.33335	-0.177851	0.7293	0.87375	no
Polr2i	Polr2i	Polr2i	chr7:30224128-30236765	SQ	IV	OK	30.0146	34.267	0.191157	0.189561	0.72935	0.87375	no
Ccdc142	Ccdc142	Ccdc142	chr6:83101515-83109932	SQ	IV	OK	1.07722	0.795013	-0.438263	-0.214116	0.72945	0.873779	no
Dars	Dars	Dars	chr1:128363706-128417416	SQ	IV	OK	85.72	82.1864	-0.0607331	-0.182722	0.72965	0.873837	no
Mir5136	Mir5136	Mir5136	chr19:8883877-8890759	SQ	IV	OK	65.5893	41.5643	-0.658116	-1.23873	0.72965	0.873837	no
Pou2f1	Pou2f1	Pou2f1	chr1:165788680-166002634	SQ	IV	OK	2.71457	3.23468	0.252895	0.213597	0.72975	0.873866	no
Mettl15	Mettl15	Mettl15	chr2:109092299-109278290	SQ	IV	OK	6.92943	6.44064	-0.105532	-0.179323	0.72995	0.874015	no
Sptlc2	Sptlc2	Sptlc2	chr12:87305057-87388355	SQ	IV	OK	24.4819	25.5084	0.059256	0.180946	0.7303	0.874313	no
Gbp10	Gbp10	Gbp10	chr5:105215698-105239533	SQ	IV	OK	21.9397	20.9624	-0.0657364	-0.180513	0.73035	0.874312	no
Gm8369	Gm8369	Gm8369	chr19:11492037-11512577	SQ	IV	OK	11.3278	12.1653	0.102914	0.186876	0.73055	0.87443	no
A730063M14Rik	A730063M14Rik	A730063M14Rik	chr10:127070480-127071101	SQ	IV	OK	4.26039	5.55534	0.382891	0.191333	0.7306	0.87443	no
Rhobtb2	Rhobtb2	Rhobtb2	chr14:69784989-69805545	SQ	IV	OK	3.43008	3.65289	0.0907988	0.17914	0.73075	0.874488	no
Cant1	Cant1	Cant1	chr11:118406288-118419118	SQ	IV	OK	28.4003	29.7993	0.0693745	0.191267	0.7308	0.874488	no
Zfp280d	Zfp280d	Zfp280d	chr9:72274887-72363771	SQ	IV	OK	5.65574	5.32591	-0.086688	-0.182846	0.7311	0.874756	no
Gm128	Gm128	Gm128	chr3:95236919-95241109	SQ	IV	OK	0.443039	0.572738	0.370442	0.189653	0.73125	0.874845	no
Sde2	Sde2	Sde2	chr1:180851150-180868114	SQ	IV	OK	26.59	27.8254	0.0655178	0.182807	0.73145	0.874868	no
Frrs1	Frrs1	Frrs1	chr3:116859566-116903750	SQ	IV	OK	18.9221	19.9123	0.07359	0.184712	0.7315	0.874868	no
Klhdc8b	Klhdc8b	Klhdc8b	chr9:108447638-108465945	SQ	IV	OK	0.602394	0.964862	0.679616	0.24884	0.7315	0.874868	no
Itga6	Itga6	Itga6	chr2:71389259-71903858	SQ	IV	OK	6.93201	5.9832	-0.212356	-0.174479	0.73165	0.874868	no
Wdtc1	Wdtc1	Wdtc1	chr4:133292465-133339315	SQ	IV	OK	1.18424	1.31013	0.145751	0.180284	0.7317	0.874868	no
Pip4k2a	Pip4k2a	Pip4k2a	chr2:18842255-18998121	SQ	IV	OK	56.0739	58.4628	0.0601894	0.185319	0.73175	0.874868	no
Ell3	Ell3	Ell3	chr2:121439026-121442601	SQ	IV	OK	0.521526	0.684095	0.391458	0.20048	0.7318	0.874868	no
Gm20036	Gm20036	Gm20036	chr12:101837371-101915653	SQ	IV	OK	0.860464	0.575874	-0.579362	-0.213602	0.7324	0.875404	no
Pter	Pter	Pter	chr2:12924040-13010864	SQ	IV	OK	1.12243	1.25479	0.160811	0.179951	0.7324	0.875404	no
Star	Star	Star	chr8:25808473-25815982	SQ	IV	OK	0.518174	0.60599	0.225859	0.189747	0.7325	0.875432	no
Abcd3	Abcd3	Abcd3	chr3:121758903-121815302	SQ	IV	OK	11.2279	10.6302	-0.0789158	-0.186223	0.7327	0.875548	no
Pcbp4	Pcbp4	Pcbp4	chr9:106453837-106465940	SQ	IV	OK	6.06921	5.60223	-0.115506	-0.18595	0.7328	0.875548	no
Gmds	Gmds	Gmds	chr13:31819585-32338544	SQ	IV	OK	22.4101	21.1688	-0.0822085	-0.185457	0.7329	0.875548	no
Sesn2	Sesn2	Sesn2	chr4:132492806-132510456	SQ	IV	OK	4.98171	5.34716	0.102133	0.179534	0.7329	0.875548	no
Ccdc28b	Ccdc28b	Ccdc28b	chr4:129619273-129623908	SQ	IV	OK	19.278	20.6882	0.101852	0.180969	0.733	0.875576	no
Slc3a2	Slc3a2	Slc3a2	chr19:8706881-8723369	SQ	IV	OK	59.2142	56.7275	-0.0618936	-0.181724	0.7335	0.876081	no
LOC105244034	LOC105244034	LOC105244034	chr1:182257790-182266032	SQ	IV	OK	6.01916	6.41002	0.0907662	0.177822	0.7336	0.876081	no
Cnpy3	Cnpy3	Cnpy3	chr17:46735710-46752214	SQ	IV	OK	32.3881	34.0122	0.070589	0.181403	0.73365	0.87608	no
Zfp335	Zfp335	Zfp335	chr2:164891891-164911750	SQ	IV	OK	17.6032	18.4164	0.0651597	0.180826	0.73385	0.876229	no
Mir684-1	Mir684-1	Mir684-1	chrX:7753088-7753173	SQ	IV	OK	956.695	803.589	-0.251601	-0.174636	0.7342	0.876556	no
Ctnna1	Ctnna1	Ctnna1	chr18:35118911-35254775	SQ	IV	OK	8.98704	9.49166	0.0788131	0.182611	0.73435	0.876644	no
5830408C22Rik	5830408C22Rik	5830408C22Rik	chr8:25102178-25109571	SQ	IV	OK	4.67355	5.77309	0.304827	0.173118	0.73455	0.876668	no
Gm9949	Gm9949	Gm9949	chr18:62180099-62184401	SQ	IV	OK	0.585494	0.465027	-0.33234	-0.171718	0.7346	0.876668	no
Clta	Clta	Clta	chr4:44004442-44032846	SQ	IV	OK	237.071	246.924	0.0587448	0.183187	0.7347	0.876668	no
Gm15972	Gm15972	Gm15972	chr18:23750447-23752305	SQ	IV	OK	0.863924	0.544911	-0.664885	-0.300989	0.7347	0.876668	no
Prkag2os1	Prkag2os1	Prkag2os1	chr5:24862734-25100642	SQ	IV	OK	0.515018	0.935307	0.860818	0.256564	0.73475	0.876668	no
Kctd1	Kctd1	Kctd1	chr18:14968684-15151446	SQ	IV	OK	0.4451	0.556184	0.321432	0.200525	0.73505	0.876832	no
Aktip	Aktip	Aktip	chr8:91070056-91135494	SQ	IV	OK	17.8175	16.1751	-0.139516	-0.185842	0.7351	0.876832	no
Tnp2	Tnp2	Tnp2	chr16:10787934-10788655	SQ	IV	OK	5.13609	5.96002	0.214647	0.183565	0.73515	0.876832	no
Plekha8	Plekha8	Plekha8	chr6:54577604-54645822	SQ	IV	OK	0.831045	0.754849	-0.138738	-0.175725	0.73525	0.876832	no
Gpatch4	Gpatch4	Gpatch4	chr3:88043105-88055994	SQ	IV	OK	24.0799	22.7998	-0.0788083	-0.182294	0.7353	0.876832	no
Gm8580	Gm8580	Gm8580	chr10:93641048-93745972	SQ	IV	OK	12.328	13.5992	0.141574	0.18142	0.7354	0.876832	no
H2-T24	H2-T24	H2-T24	chr17:35994503-36042742	SQ	IV	OK	20.899	17.4667	-0.258829	-0.184852	0.73545	0.876832	no
Ncoa2	Ncoa2	Ncoa2	chr1:13139104-13374083	SQ	IV	OK	10.564	11.0484	0.064683	0.181561	0.73555	0.876832	no
Kremen2	Kremen2	Kremen2	chr17:23741198-23745829	SQ	IV	OK	5.62638	5.22161	-0.107711	-0.176441	0.7357	0.876832	no
Gfm2	Gfm2	Gfm2	chr13:97137936-97198357	SQ	IV	OK	20.0956	21.7337	0.113058	0.182294	0.73575	0.876832	no
Zfp442	Zfp442	Zfp442	chr2:150402913-150451501	SQ	IV	OK	0.567495	0.503628	-0.172247	-0.185992	0.73575	0.876832	no
Pcyox1	Pcyox1	Pcyox1	chr6:86386005-86397150	SQ	IV	OK	5.65408	5.99924	0.0854875	0.183111	0.7358	0.876832	no
Gm20337	Gm20337	Gm20337	chr12:80942651-80945399	SQ	IV	OK	0.819038	1.01515	0.309688	0.173308	0.73595	0.87692	no
Lrrc29	Lrrc29	Lrrc29	chr8:105312339-105326268	SQ	IV	OK	2.79752	3.20218	0.194904	0.24464	0.73635	0.877306	no
Rraga	Rraga	Rraga	chr4:86575672-86577283	SQ	IV	OK	23.7467	22.5233	-0.0763074	-0.178307	0.73645	0.877335	no
Cep104	Cep104	Cep104	chr4:153975560-154007225	SQ	IV	OK	9.29002	8.79251	-0.079407	-0.176846	0.73685	0.877718	no
Alkbh3	Alkbh3	Alkbh3	chr2:93980033-94010730	SQ	IV	OK	48.8593	51.2311	0.0683889	0.176422	0.73695	0.877718	no
Gm20257	Gm20257	Gm20257	chr1:58652640-58655831	SQ	IV	OK	21.3951	22.8325	0.093804	0.179621	0.737	0.877718	no
Dvl1	Dvl1	Dvl1	chr4:155847401-155863353	SQ	IV	OK	12.3688	11.7341	-0.0760053	-0.18227	0.7371	0.877746	no
Maml2	Maml2	Maml2	chr9:13619988-13709533	SQ	IV	OK	2.30026	2.46713	0.101034	0.178828	0.7373	0.877891	no
Kbtbd2	Kbtbd2	Kbtbd2	chr6:56777524-56797813	SQ	IV	OK	30.202	28.9136	-0.0628994	-0.179878	0.7374	0.877891	no
Lpin3	Lpin3	Lpin3	chr2:160880669-160906000	SQ	IV	OK	0.589355	0.680713	0.207909	0.177653	0.73745	0.877891	no
Zfp985	Zfp985	Zfp985	chr4:147553276-147585201	SQ	IV	OK	0.520591	0.611797	0.232905	0.173633	0.7376	0.877979	no
Dclre1c	Dclre1c	Dclre1c	chr2:3424130-3474986	SQ	IV	OK	6.93843	7.43155	0.0990534	0.178152	0.7377	0.878008	no
Fam174b	Fam174b	Fam174b	chr7:73740306-73776919	SQ	IV	OK	3.7045	3.42626	-0.112645	-0.175679	0.73785	0.878096	no
Cfap97	Cfap97	Cfap97	chr8:46163650-46195590	SQ	IV	OK	6.41687	6.07076	-0.0799943	-0.179154	0.73795	0.878124	no
Pip4p2	Pip4p2	Pip4p2	chr4:14864218-14915260	SQ	IV	OK	11.1102	10.4513	-0.0882144	-0.185325	0.7381	0.878181	no
Gbp2b	Gbp2b	Gbp2b	chr3:142594846-142619176	SQ	IV	OK	0.796028	0.687966	-0.210481	-0.179361	0.73815	0.878181	no
D830031N03Rik	D830031N03Rik	D830031N03Rik	chr4:123349632-123684360	SQ	IV	OK	0.538917	0.670424	0.315011	0.172983	0.7386	0.878535	no
Fam133b	Fam133b	Fam133b	chr5:3543832-3570546	SQ	IV	OK	5.11381	5.49567	0.103896	0.174543	0.7386	0.878535	no
Snord7	Snord7	Snord7	chr11:83291698-83294929	SQ	IV	OK	37.5364	22.0709	-0.766142	-0.161664	0.7388	0.878682	no
Rheb	Rheb	Rheb	chr5:24802822-24842361	SQ	IV	OK	50.9103	53.3121	0.0665043	0.18051	0.73895	0.87877	no
Map2k7	Map2k7	Map2k7	chr8:4238739-4247897	SQ	IV	OK	18.1592	19.0339	0.0678719	0.178441	0.73905	0.878798	no
Ncstn	Ncstn	Ncstn	chr1:172066012-172122332	SQ	IV	OK	59.6235	64.6434	0.116622	0.17449	0.7392	0.878886	no
Rnu3a	Rnu3a	Rnu3a	chr10:40258467-40258679	SQ	IV	OK	5.18417	3.24737	-0.67484	-0.693147	0.73945	0.878965	no
Hsf2	Hsf2	Hsf2	chr10:57486384-57513143	SQ	IV	OK	0.635058	0.524461	-0.276054	-0.190109	0.7395	0.878965	no
Dop1a	Dop1a	Dop1a	chr9:86467153-86571842	SQ	IV	OK	2.85572	2.61121	-0.129137	-0.176069	0.73965	0.878965	no
Gm51018	Gm51018	Gm51018	chr3:127536713-127553349	SQ	IV	OK	7.26425	13.076	0.848039	0.314595	0.73965	0.878965	no
Pms2	Pms2	Pms2	chr5:143910000-143931756	SQ	IV	OK	22.8693	23.9047	0.0638851	0.175768	0.7397	0.878965	no
Gng2	Gng2	Gng2	chr14:19872558-19977249	SQ	IV	OK	14.8802	14.1605	-0.0715256	-0.182302	0.73975	0.878965	no
Cbfa2t3	Cbfa2t3	Cbfa2t3	chr8:122625135-122699109	SQ	IV	OK	0.660552	0.59967	-0.139503	-0.173598	0.7398	0.878965	no
Oxct1	Oxct1	Oxct1	chr15:4020110-4155344	SQ	IV	OK	58.1948	55.9266	-0.0573572	-0.176809	0.73995	0.879053	no
B4galt7	B4galt7	B4galt7	chr13:55599895-55610443	SQ	IV	OK	38.8961	40.6851	0.0648741	0.179315	0.74005	0.879081	no
Sptbn1	Sptbn1	Sptbn1	chr11:30099394-30219772	SQ	IV	OK	34.4406	33.1071	-0.0569679	-0.179612	0.74015	0.879106	no
Usp25	Usp25	Usp25	chr16:77014068-77116780	SQ	IV	OK	57.6157	55.3767	-0.0571835	-0.179865	0.74025	0.879106	no
Tpgs2	Tpgs2	Tpgs2	chr18:24708622-25168877	SQ	IV	OK	14.5704	13.8952	-0.0684536	-0.177619	0.7403	0.879106	no
